landscape_id,wild_biodiversity,ecological_connectivity,ecosystem_services,climate_resilience,community_nature_reciprocity,abiotic_integrity,anthropogenic_pressure,fne_score,score_label,wild_biodiversity_confidence,ecological_connectivity_confidence,ecosystem_services_confidence,climate_resilience_confidence,community_nature_reciprocity_confidence,abiotic_integrity_confidence,anthropogenic_pressure_confidence,confidence,data_coverage_pct
ls_14448,4.37,3.15,6.46,5.25,1.66,5.93,4.15,4.42,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14449,4.52,3.43,6.51,5.81,2.04,6.06,4.47,4.69,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14450,2.96,3.12,6.41,4.27,2.03,5.98,4.29,4.15,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14451,4.62,3.97,6.69,6.19,1.84,6.01,4.4,4.82,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14452,4.84,3.68,6.72,6.38,1.71,6.0,4.19,4.79,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14453,4.84,3.75,7.12,6.29,1.75,5.97,3.69,4.77,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14454,4.13,3.23,6.3,5.66,2.02,5.96,4.41,4.53,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14455,4.74,2.49,6.04,5.36,2.16,6.11,4.36,4.47,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14456,4.52,3.76,6.59,6.4,1.88,6.0,4.57,4.82,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14457,4.99,3.04,6.27,5.83,1.83,5.97,4.44,4.62,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14458,4.9,2.81,6.48,5.99,1.48,6.01,3.66,4.48,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14459,4.57,2.73,6.23,5.99,1.57,5.98,4.09,4.45,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14460,4.61,2.26,6.29,5.18,1.55,6.01,3.43,4.19,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14461,4.7,2.15,5.92,4.35,2.15,6.16,4.1,4.22,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14462,4.58,2.49,5.82,5.14,2.17,6.06,4.44,4.39,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14463,4.86,2.7,6.09,4.61,1.78,6.02,4.11,4.31,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14464,4.91,2.06,6.03,4.69,1.97,5.99,3.71,4.19,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14465,4.84,2.58,6.74,6.0,0.89,6.04,2.05,4.16,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14466,4.3,2.19,6.65,5.23,1.84,5.99,3.6,4.26,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14467,2.77,2.36,6.68,6.18,2.01,5.96,3.97,4.28,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14468,2.74,2.45,6.18,6.29,2.17,5.96,4.16,4.28,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14469,4.69,1.8,6.16,4.47,2.28,6.19,4.08,4.24,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14470,4.61,2.78,5.79,3.21,2.25,6.14,5.09,4.27,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14471,4.52,1.54,5.74,3.26,2.23,6.15,4.0,3.92,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14472,4.62,2.3,6.13,4.14,1.99,6.1,4.21,4.21,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14473,4.78,1.77,6.08,4.44,2.15,6.12,3.77,4.16,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14474,4.51,1.93,6.19,5.63,1.72,6.12,3.77,4.27,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14475,4.32,2.0,6.08,3.97,2.14,6.14,4.17,4.12,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14476,4.8,2.17,6.51,5.61,1.31,6.15,3.46,4.29,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14477,4.58,2.14,6.35,5.16,1.93,6.13,3.56,4.26,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14478,4.85,2.96,7.2,5.09,1.69,6.09,3.38,4.47,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14479,4.07,2.08,6.89,4.92,1.91,6.07,3.33,4.18,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14480,2.8,2.78,7.19,5.64,1.95,6.06,3.83,4.32,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14481,2.81,2.44,6.88,5.17,1.52,6.08,3.38,4.04,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14482,2.73,3.01,7.31,5.9,1.95,6.1,3.74,4.39,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14483,2.8,2.77,7.3,5.05,2.1,6.1,3.54,4.24,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14484,2.84,2.09,6.82,5.76,2.02,6.02,4.29,4.26,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14485,2.86,2.3,7.13,5.24,1.89,6.03,4.01,4.21,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14486,4.22,1.58,5.96,4.09,2.03,6.19,3.74,3.97,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14487,4.67,1.51,5.93,5.56,1.94,6.13,2.79,4.08,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14488,4.72,1.53,5.86,4.14,2.22,6.17,3.68,4.05,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14489,4.3,2.11,6.04,3.6,1.98,6.14,4.25,4.06,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14490,4.12,2.16,5.86,3.09,2.04,6.17,4.34,3.97,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14491,4.24,1.79,6.13,4.08,1.9,6.14,3.79,4.01,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14492,4.58,1.87,6.1,5.71,1.81,6.12,3.81,4.29,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14493,4.76,2.73,7.05,5.48,1.28,6.13,3.18,4.37,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14494,4.87,2.72,7.22,5.09,1.78,6.08,3.55,4.47,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14495,4.57,3.18,7.32,4.95,1.5,6.1,3.63,4.46,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14496,2.84,2.2,6.94,5.06,1.98,6.06,3.67,4.11,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14497,2.82,2.21,7.15,4.87,2.01,6.06,3.62,4.11,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14498,2.79,1.94,6.82,4.79,2.02,6.05,3.6,4.0,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14499,2.81,2.05,6.82,4.59,2.18,6.06,3.86,4.05,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14500,2.82,1.84,6.62,5.39,2.11,6.05,3.98,4.12,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14501,2.75,1.84,7.1,4.81,2.1,6.07,3.97,4.09,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14502,2.79,2.04,7.1,5.38,2.01,6.07,3.73,4.16,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14503,2.8,1.92,6.84,5.57,1.97,6.04,3.91,4.15,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14504,2.84,2.32,6.8,5.14,1.96,6.06,4.02,4.16,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14505,2.84,2.41,7.0,4.84,2.09,6.02,4.55,4.25,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14506,2.93,1.52,5.79,4.13,2.22,6.16,4.49,3.89,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14507,2.91,3.0,6.84,4.36,1.85,6.13,4.75,4.26,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14508,2.85,2.84,7.36,4.51,1.68,6.03,4.29,4.22,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14509,4.81,1.6,5.87,3.59,2.3,6.17,3.99,4.05,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14510,4.75,1.76,5.82,3.33,2.11,6.19,4.07,4.0,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14511,4.92,1.91,6.37,6.3,1.98,6.09,3.81,4.48,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14512,4.88,1.98,6.61,6.1,1.83,6.1,3.63,4.45,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14513,4.14,1.57,6.71,4.89,1.97,6.05,3.53,4.12,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14514,2.79,2.13,7.07,5.1,2.02,6.03,3.58,4.1,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14515,2.78,2.29,7.02,4.83,2.04,6.04,3.76,4.11,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14516,2.81,2.33,6.93,4.57,2.06,6.06,3.88,4.09,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14517,2.78,2.1,6.97,5.79,2.1,6.09,3.84,4.24,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14518,2.79,2.76,7.21,5.71,1.87,6.07,3.71,4.3,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14519,2.82,1.82,6.22,6.17,2.17,6.16,4.26,4.23,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14520,2.81,1.89,6.04,4.53,1.86,6.14,3.93,3.89,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14521,2.78,2.06,6.54,5.23,1.47,6.06,3.52,3.95,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14522,2.88,1.78,6.46,4.97,1.88,6.1,3.98,4.01,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14523,2.8,1.98,6.94,5.0,1.73,6.01,3.91,4.05,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14524,2.82,3.21,7.29,5.87,1.63,6.02,4.16,4.43,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14525,4.6,1.37,6.0,3.74,2.31,6.21,3.67,3.99,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14526,4.71,1.55,5.91,3.99,2.08,6.29,3.61,4.02,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14527,4.5,1.63,6.02,4.56,2.2,6.21,3.89,4.14,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14528,4.9,1.84,5.94,5.25,2.11,6.11,4.22,4.34,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14529,4.61,2.59,5.87,4.52,1.89,6.15,4.78,4.34,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14530,4.68,1.83,6.5,6.14,1.93,6.03,3.62,4.39,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14531,4.85,2.1,6.41,6.05,1.75,6.03,3.85,4.43,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14532,4.09,1.55,6.36,4.43,2.23,6.0,3.89,4.08,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14533,4.55,2.47,6.85,5.73,2.06,6.02,3.78,4.49,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14534,2.81,2.9,7.43,5.16,2.99,6.06,3.86,4.46,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14535,2.8,2.45,7.02,5.76,2.19,6.04,3.46,4.25,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14536,2.8,2.03,6.88,4.87,1.93,6.03,3.64,4.03,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14537,2.8,2.63,7.1,5.05,1.99,6.02,3.61,4.17,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14538,2.77,2.85,7.45,4.83,1.98,6.05,3.9,4.26,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14539,2.77,2.79,7.21,4.78,2.13,6.05,3.83,4.22,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14540,2.82,1.82,6.77,5.59,1.9,6.08,3.8,4.11,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14541,2.8,2.38,6.87,5.62,1.9,6.06,3.86,4.21,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14542,2.79,2.37,7.05,4.64,1.98,6.05,4.03,4.13,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14543,2.84,2.31,6.52,5.28,2.01,6.14,3.95,4.15,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14544,2.81,2.45,6.84,5.97,2.12,6.16,4.0,4.34,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14545,2.9,1.78,5.94,5.8,2.16,6.17,4.14,4.13,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14546,2.9,1.4,5.73,4.24,2.2,6.14,4.35,3.85,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14547,2.78,1.91,6.53,6.23,1.98,6.14,3.96,4.22,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14548,2.8,2.14,6.93,5.01,1.71,6.06,3.82,4.07,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14549,2.79,1.91,6.84,5.6,1.57,6.08,3.44,4.03,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14550,2.77,1.44,5.75,5.33,1.2,6.04,1.29,3.4,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14551,2.97,1.17,5.72,4.49,1.91,6.11,3.98,3.76,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14552,2.78,1.51,6.19,5.96,1.48,6.11,3.57,3.94,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14553,2.79,1.74,6.79,4.65,1.63,6.0,4.05,3.95,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14554,2.83,1.55,6.75,5.6,1.79,6.01,3.98,4.07,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14555,2.8,2.65,7.3,5.74,1.69,6.01,4.17,4.34,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14556,4.29,1.62,6.97,6.13,2.16,6.23,3.8,4.46,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14557,4.72,2.34,7.71,6.0,1.85,6.25,3.44,4.62,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14558,3.81,2.14,6.05,4.17,2.17,6.18,4.0,4.07,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14559,4.44,2.3,6.07,4.99,2.09,6.2,4.29,4.34,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14560,4.68,2.41,6.05,5.48,1.94,6.17,4.33,4.44,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14561,4.89,2.22,6.23,6.03,1.44,6.09,3.85,4.39,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14562,4.51,2.63,6.76,5.46,1.85,6.03,3.88,4.45,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14563,4.24,2.27,6.97,4.9,1.98,6.06,3.56,4.28,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14564,2.77,2.32,7.08,5.15,1.92,6.06,3.52,4.12,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14565,2.81,1.99,6.52,5.73,1.71,6.16,3.36,4.04,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14566,2.79,1.94,6.43,5.45,1.86,6.14,3.78,4.06,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14567,2.79,1.89,6.61,5.0,1.96,6.09,3.86,4.03,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14568,2.88,1.3,5.76,5.3,2.12,6.14,3.98,3.93,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14569,2.78,2.07,6.99,5.67,1.88,6.06,3.71,4.17,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14570,2.84,2.02,6.86,4.71,1.93,6.06,3.7,4.02,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14571,2.77,2.42,7.16,5.61,1.27,6.1,3.19,4.07,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14572,2.84,1.52,6.32,6.02,1.67,6.13,3.82,4.05,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14573,2.83,1.23,6.09,5.15,1.57,6.08,3.49,3.78,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14574,4.26,1.75,6.75,5.69,1.59,6.21,3.5,4.25,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14575,3.76,1.79,5.91,4.98,2.5,6.28,4.52,4.25,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14576,4.52,1.77,5.99,4.21,2.06,6.27,3.86,4.1,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14577,4.48,2.14,5.98,3.89,1.93,6.19,4.23,4.12,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14578,4.9,2.72,6.59,6.53,1.58,6.2,3.79,4.62,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14579,4.59,2.41,6.64,5.65,1.78,6.0,3.96,4.43,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14580,4.51,2.42,6.5,5.19,1.98,6.11,4.25,4.42,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14581,2.96,1.5,5.26,4.44,2.47,6.16,4.63,3.92,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14582,2.83,2.38,7.06,4.84,2.12,6.07,4.0,4.19,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14583,2.79,2.06,6.64,4.77,2.04,6.07,4.02,4.06,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14584,2.85,1.35,6.38,4.36,1.77,6.06,3.55,3.76,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14585,2.9,1.34,5.87,5.5,1.92,6.15,3.91,3.94,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14586,2.77,2.12,6.92,5.76,1.67,6.07,3.54,4.12,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14587,2.83,2.01,7.09,5.98,1.54,6.17,2.94,4.08,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14588,2.81,1.79,6.63,5.35,1.72,6.1,3.86,4.04,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14589,2.87,0.88,5.15,3.87,2.11,6.05,4.0,3.56,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14590,2.86,1.44,6.55,5.85,2.4,6.3,3.68,4.15,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14591,2.82,1.69,7.1,6.14,1.93,6.27,3.55,4.21,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14592,2.79,2.21,6.23,6.59,2.81,6.63,5.06,4.62,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14593,4.03,1.63,5.9,5.44,2.08,6.4,4.12,4.23,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14594,4.05,2.44,6.01,4.8,1.96,6.36,4.91,4.36,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14595,4.75,1.86,5.97,4.11,1.81,6.17,3.81,4.07,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14596,4.78,2.31,6.2,6.2,1.4,6.14,3.77,4.4,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14597,4.66,2.24,6.59,5.3,1.68,6.09,3.43,4.28,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14598,2.89,1.29,5.6,5.79,1.88,6.18,3.79,3.92,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14599,4.35,1.37,5.73,4.38,2.46,6.17,3.99,4.06,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14600,2.84,1.6,6.05,4.2,2.25,6.23,4.21,3.91,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14601,2.88,2.07,6.15,5.04,2.51,6.12,3.41,4.03,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14602,2.77,2.56,6.78,5.27,1.85,6.02,3.7,4.14,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14603,2.81,2.51,6.83,4.92,2.05,6.02,3.96,4.16,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14604,2.86,1.82,6.13,4.96,2.2,6.04,3.91,3.99,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
ls_14605,2.78,2.86,7.24,5.02,2.04,6.08,3.81,4.26,Stressed,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,96.0
